"","IDG_RIUU","COD_PLAN","PAPA_tot","TOT_CREDITOS","NO_MATRICULAS","CREDITOS_AP","AVANCE","PROM_AVANCE","NO_PERDIDAS","ACTIVO"
"191","013342513","2513",4.37931034482759,29,2,29,17.79,8.89,0,0
"192","013352513","2513",4.5448275862069,29,2,29,17.79,8.89,0,0
"193","013372513","2513",4.67027027027027,37,3,37,22.7,7.57,0,0
"194","013382513","2513",4.5875,24,2,24,14.72,7.36,0,0
"195","013402513","2513",4.07951807228916,83,7,80,49.08,7.01,1,0
"196","013412513","2513",4.44782608695652,46,4,46,28.22,7.06,0,0
"197","013422513","2513",4.61666666666667,24,2,24,14.72,7.36,0,0
"198","013432513","2513",4.31379310344828,29,3,29,17.79,5.93,0,0
"199","013442513","2513",3.82771084337349,83,6,79,48.47,8.08,1,0
"200","013452513","2513",3.68311688311688,77,6,69,42.33,7.06,2,0
"201","013492513","2513",4.06585365853659,41,3,41,25.15,8.38,0,0
"202","013502513","2513",4.86666666666667,21,2,21,12.88,6.44,0,0
"203","013532513","2513",4.53529411764706,34,3,34,20.86,6.95,0,0
"204","013542513","2513",4.69130434782609,23,1,23,14.11,14.11,0,0
"205","013552513","2513",4.356,25,2,25,15.34,7.67,0,0
"206","013582513","2513",4.4046511627907,43,3,43,26.38,8.79,0,0
"207","013592513","2513",4.26190476190476,42,3,42,25.77,8.59,0,0
"208","013612513","2513",4.20454545454546,44,3,44,26.99,9,0,0
"209","013622513","2513",4.22051282051282,39,3,39,23.93,7.98,0,0
"210","013632513","2513",1.86538461538462,26,2,9,5.52,2.76,5,0
"211","013642513","2513",3.68625,80,5,70,42.94,8.59,3,0
"212","013652513","2513",4.159375,64,4,64,39.26,9.81,0,0
"213","013662513","2513",4.16521739130435,46,4,46,28.22,7.06,0,0
"214","013682513","2513",3.0546218487395,119,10,82,50.31,5.03,9,0
"215","013692513","2513",4.7,16,1,16,9.82,9.82,0,0
"216","013712513","2513",4.43661971830986,71,8,71,43.56,5.44,0,0
"217","013722513","2513",4.73333333333333,12,1,12,7.36,7.36,0,0
"218","013742513","2513",4.17307692307692,26,2,26,15.95,7.97,0,0
"219","013752513","2513",4.07166666666667,60,4,60,36.81,9.2,0,0
"220","013812513","2513",4.3609756097561,41,3,41,25.15,8.38,0,0
"221","013822513","2513",3.61369863013699,73,5,70,42.94,8.59,1,0
"222","013842513","2513",3.87375,80,5,80,49.08,9.82,0,0
"223","013862513","2513",4.33428571428571,35,3,33,20.25,6.75,1,0
"224","013882513","2513",4.40882352941177,34,3,34,20.86,6.95,0,0
"225","013892513","2513",4.1975,40,3,40,24.54,8.18,0,0
"226","013952513","2513",3.6171875,64,4,64,39.26,9.81,0,0
"227","013962513","2513",4.50138888888889,72,5,72,44.17,8.83,0,0
"228","013972513","2513",2.74444444444444,63,7,28,17.18,2.45,10,1
"229","013982513","2513",1.35454545454545,11,1,0,0,0,3,0
"230","014012513","2513",3.78333333333333,60,4,60,36.81,9.2,0,0
"231","014022513","2513",3.6037037037037,108,9,94,57.67,6.41,4,0
"232","014032513","2513",4.01525423728814,59,4,59,36.2,9.05,0,0
"233","014042513","2513",4.24897959183674,49,3,49,30.06,10.02,0,0
"234","014052513","2513",3.64174757281553,103,9,88,53.99,6,4,0
"235","014072513","2513",4.13888888888889,54,4,54,33.13,8.28,0,0
"236","014102513","2513",4.29230769230769,39,3,39,23.93,7.98,0,0
"237","014112513","2513",3.775,72,6,65,39.88,6.65,2,0
"238","014132513","2513",4.61538461538461,39,3,39,23.93,7.98,0,0
"239","014142513","2513",4.37083333333333,48,3,48,29.45,9.82,0,0
"240","014162513","2513",4.33606557377049,61,4,61,37.42,9.36,0,0
"241","014172513","2513",3.734,50,5,47,28.83,5.77,1,0
"242","014182513","2513",3.30752688172043,93,8,76,46.63,5.83,5,0
"243","014192513","2513",4.31451612903226,62,5,62,38.04,7.61,0,0
"244","014202513","2513",4.65272727272727,55,4,55,33.74,8.44,0,0
"245","014212513","2513",4.43521126760563,71,5,71,43.56,8.71,0,0
"246","014252513","2513",4.068,50,3,46,28.22,9.41,1,0
"247","014272513","2513",1.82173913043478,23,2,6,3.68,1.84,5,0
"248","014292513","2513",3.4280701754386,114,8,97,59.51,7.44,5,0
"249","014302513","2513",3.79615384615385,104,8,104,63.8,7.97,0,0
"250","014322513","2513",4.34516129032258,62,4,62,38.04,9.51,0,0
"251","014342513","2513",4.86666666666667,12,1,12,7.36,7.36,0,0
"252","014352513","2513",4.17142857142857,35,3,35,21.47,7.16,0,0
"253","014382513","2513",3.59405940594059,101,8,91,55.83,6.98,3,0
"254","014402513","2513",4.56891891891892,74,5,74,45.4,9.08,0,0
"255","014422513","2513",3.55,86,9,71,43.56,4.84,4,0
"256","014432513","2513",4.438,50,3,50,30.67,10.22,0,0
"257","014442513","2513",4.3972602739726,73,8,73,44.79,5.6,0,1
"258","014462513","2513",4.48181818181818,110,8,110,67.48,8.44,0,0
"259","014472513","2513",3.01754385964912,57,4,37,22.7,5.68,6,0
"260","014492513","2513",3.39333333333333,75,7,60,36.81,5.26,4,0
"261","014502513","2513",3.74285714285714,91,7,87,53.37,7.62,1,0
"262","014512513","2513",3.90736842105263,95,6,87,53.37,8.89,2,0
"263","014522513","2513",3.72337662337662,77,5,73,44.79,8.96,1,0
"264","014532513","2513",3.49473684210526,114,12,111,68.1,5.68,1,0
"265","014572513","2513",3.94886363636364,88,6,84,51.53,8.59,1,0
"266","014582513","2513",4.15321100917431,109,7,107,65.64,9.38,1,0
"267","014592513","2513",3.68818181818182,110,7,101,61.96,8.85,3,0
"268","014602513","2513",4.14307692307692,65,3,63,38.65,12.88,1,0
"269","014612513","2513",3.73888888888889,108,11,85,52.15,4.74,5,1
"270","014622513","2513",3.84380952380952,105,8,99,60.74,7.59,2,0
"271","014632513","2513",4.08947368421053,76,4,76,46.63,11.66,0,0
"272","014642513","2513",3.85416666666667,96,8,89,54.6,6.82,2,0
"273","014652513","2513",3.70978260869565,92,5,84,51.53,10.31,2,0
"274","014662513","2513",4.34,60,4,60,36.81,9.2,0,0
"275","014672513","2513",4.36206896551724,58,4,58,35.58,8.89,0,0
"276","014682513","2513",4.09649122807017,114,10,114,69.94,6.99,0,0
"277","014702513","2513",4.23301886792453,106,8,104,63.8,7.97,1,0
"278","014712513","2513",4.23452380952381,84,6,84,51.53,8.59,0,0
"279","014772513","2513",4.17045454545454,44,3,44,26.99,9,0,0
"280","014782513","2513",4.08817204301075,93,6,90,55.21,9.2,1,0
"281","014792513","2513",4.22048192771084,83,6,83,50.92,8.49,0,0
"282","014812513","2513",4.30945945945946,74,5,74,45.4,9.08,0,0
"283","014832513","2513",3.67522935779817,109,9,99,60.74,6.75,3,0
"284","014842513","2513",4.52321428571429,56,4,56,34.36,8.59,0,0
"285","014852513","2513",4.17230769230769,130,11,130,79.75,7.25,0,0
"286","014862513","2513",4.44285714285714,70,4,70,42.94,10.73,0,0
"287","014902513","2513",4.5758064516129,62,4,62,38.04,9.51,0,0
"288","014952513","2513",4.47049180327869,61,4,61,37.42,9.36,0,0
"289","014972513","2513",3.6546511627907,86,6,76,46.63,7.77,3,0
"290","014982513","2513",4.59642857142857,28,2,28,17.18,8.59,0,0
"291","014992513","2513",4.16964285714286,56,4,56,34.36,8.59,0,0
"292","015002513","2513",4.21666666666667,42,4,42,25.77,6.44,0,0
"293","015012513","2513",4.15272727272727,55,4,55,33.74,8.44,0,0
"294","015022513","2513",4.61063829787234,47,4,47,28.83,7.21,0,0
"295","015042513","2513",4.29655172413793,87,6,87,53.37,8.89,0,0
"296","015062513","2513",3.9125,96,7,93,57.06,8.15,1,0
"297","015072513","2513",3.86509433962264,106,7,103,63.19,9.03,1,0
"298","015092513","2513",3.85214285714286,140,11,125,76.69,6.97,6,1
"299","015102513","2513",3.83396226415094,106,8,102,62.58,7.82,1,0
"300","015122513","2513",4.42,75,5,75,46.01,9.2,0,0
"301","015152513","2513",3.98088235294118,68,5,65,39.88,7.98,1,0
"302","015162513","2513",4.22875,80,4,80,49.08,12.27,0,0
"303","015172513","2513",4.25079365079365,63,4,63,38.65,9.66,0,0
"304","015182513","2513",4.12622950819672,61,4,61,37.42,9.36,0,0
"305","015192513","2513",3.74310344827586,58,5,55,33.74,6.75,1,1
"306","015202513","2513",3.80392156862745,102,9,98,60.12,6.68,1,0
"307","015212513","2513",3.92111111111111,90,6,87,53.37,8.89,1,0
"308","015222513","2513",4.36960784313725,102,7,102,62.58,8.94,0,0
"309","015252513","2513",3.61020408163265,98,7,92,56.44,8.06,2,0
"310","015262513","2513",3.52705882352941,85,9,70,42.94,4.77,4,1
"311","015272513","2513",4.35777777777778,90,8,90,55.21,6.9,0,0
"312","015292513","2513",4.23529411764706,85,6,85,52.15,8.69,0,0
"313","015312513","2513",4.55189873417722,79,6,79,48.47,8.08,0,0
"314","015322513","2513",3.92586206896552,58,4,51,31.29,7.82,2,0
"315","015332513","2513",4.22735849056604,106,7,103,63.19,9.03,1,0
"316","015342513","2513",3.54949494949495,99,6,86,52.76,8.79,4,0
"317","015362513","2513",4.50952380952381,105,7,105,64.42,9.2,0,0
"318","015382513","2513",4.38095238095238,63,4,63,38.65,9.66,0,0
"319","015392513","2513",3.40924369747899,119,12,96,58.9,4.91,4,1
"320","015402513","2513",3.95268817204301,93,6,90,55.21,9.2,1,0
"321","015412513","2513",4.34024390243902,82,6,82,50.31,8.38,0,0
"322","015422513","2513",4.10384615384615,78,5,78,47.85,9.57,0,0
"323","015442513","2513",3.91047619047619,105,7,105,64.42,9.2,0,0
"324","015472513","2513",4.05871559633028,109,9,109,66.87,7.43,0,0
"325","015482513","2513",3.93076923076923,91,6,87,53.37,8.89,1,0
"326","015492513","2513",3.42735849056604,106,8,89,54.6,6.82,5,1
"327","015522513","2513",4.35487804878049,82,6,82,50.31,8.38,0,0
"328","015542513","2513",4.15,80,6,77,47.24,7.87,1,0
"329","015562513","2513",3.77142857142857,119,9,109,66.87,7.43,3,0
"330","015572513","2513",4.36989247311828,93,8,93,57.06,7.13,0,0
"331","015582513","2513",4.2,84,6,84,51.53,8.59,0,0
"332","015592513","2513",3.82695652173913,115,7,111,68.1,9.73,1,0
"333","015602513","2513",4.53026315789474,76,5,76,46.63,9.33,0,0
"334","015612513","2513",4.11121495327103,107,9,107,65.64,7.29,0,0
"335","015622513","2513",3.70632911392405,79,7,72,44.17,6.31,2,0
"336","015652513","2513",3.13365384615385,104,11,82,50.31,4.57,7,1
"337","015682513","2513",2.02307692307692,52,4,14,8.59,2.15,12,0
"338","015712513","2513",4.3010101010101,99,7,99,60.74,8.68,0,0
"339","015722513","2513",4.10327868852459,61,5,61,37.42,7.48,0,0
"340","015732513","2513",3.48196721311475,122,11,104,63.8,5.8,4,1
"341","015762513","2513",3.79722222222222,108,9,89,54.6,6.07,5,0
"342","015772513","2513",4.22093023255814,86,7,86,52.76,7.54,0,0
"343","015782513","2513",3.88717948717949,117,11,109,66.87,6.08,2,0
"344","015792513","2513",4.15245901639344,122,9,122,74.85,8.32,0,0
"345","015802513","2513",4.11442307692308,104,9,104,63.8,7.09,0,0
"346","015812513","2513",4.01279069767442,86,6,86,52.76,8.79,0,0
"347","015832513","2513",3.94074074074074,108,9,104,63.8,7.09,1,0
"348","015842513","2513",4.04318181818182,132,10,122,74.85,7.48,3,0
"349","015862513","2513",4.04390243902439,82,7,82,50.31,7.19,0,0
"350","015872513","2513",3.37283950617284,81,6,73,44.79,7.46,2,1
"351","015892513","2513",2.9672131147541,61,7,36,22.09,3.16,8,1
"352","015902513","2513",3.93916666666667,120,8,112,68.71,8.59,2,0
"353","015922513","2513",4.46491228070176,57,3,57,34.97,11.66,0,0
"354","015932513","2513",4.05267175572519,131,10,128,78.53,7.85,1,0
"355","015952513","2513",4.08876404494382,89,6,89,54.6,9.1,0,0
"356","015962513","2513",4.02592592592593,108,7,108,66.26,9.47,0,0
"357","015972513","2513",4.01621621621622,74,6,74,45.4,7.57,0,0
"358","015992513","2513",4.39358974358974,78,5,78,47.85,9.57,0,0
"359","016012513","2513",4.02365591397849,93,8,90,55.21,6.9,1,0
"360","016022513","2513",4.32898550724638,69,4,69,42.33,10.58,0,0
"361","016032513","2513",4.43647058823529,85,5,85,52.15,10.43,0,0
"362","016062513","2513",4.08080808080808,99,6,99,60.74,10.12,0,0
"363","016072513","2513",3.98672566371681,113,7,113,69.33,9.9,0,0
"364","016082513","2513",3.93603603603604,111,8,108,66.26,8.28,1,0
"365","016092513","2513",3.95339805825243,103,7,99,60.74,8.68,1,0
"366","016102513","2513",4.15760869565217,92,6,92,56.44,9.41,0,0
"367","016112513","2513",4.12337662337662,77,5,77,47.24,9.45,0,0
"368","016132513","2513",4.41728395061728,81,5,81,49.69,9.94,0,0
"369","016142513","2513",4.11958762886598,97,6,97,59.51,9.92,0,0
"370","016152513","2513",4.57887323943662,71,4,71,43.56,10.89,0,0
"371","016172513","2513",4.31827956989247,93,7,93,57.06,8.15,0,0
"372","016182513","2513",4.1030303030303,66,4,66,40.49,10.12,0,0
"373","016192513","2513",4.187,100,7,100,61.35,8.76,0,0
"374","016222513","2513",1.91818181818182,44,5,10,6.13,1.23,10,0
"375","016232513","2513",4.42857142857143,112,8,108,66.26,8.28,1,0
"376","016252513","2513",4.43516483516483,91,5,91,55.83,11.17,0,0
"377","016292513","2513",4.09324324324324,74,5,71,43.56,8.71,1,0
"378","016302513","2513",4.38111111111111,90,5,90,55.21,11.04,0,0
"379","016352513","2513",4.02477876106195,113,9,113,69.33,7.7,0,0
"380","016362513","2513",4.01583333333333,120,8,112,68.71,8.59,3,0
"381","016382513","2513",3.8375,120,9,112,68.71,7.63,3,0
"382","016392513","2513",4.1247191011236,89,8,89,54.6,6.82,0,0
"383","016402513","2513",4.26153846153846,78,6,78,47.85,7.98,0,0
"384","016412513","2513",4.33269230769231,52,5,52,31.9,6.38,0,0
"385","016432513","2513",4.34716981132075,106,8,106,65.03,8.13,0,0
"386","016452513","2513",3.2625,64,6,46,28.22,4.7,5,1
"387","016482513","2513",4.00333333333333,120,10,120,73.62,7.36,0,0
"388","016502513","2513",4.048,125,9,121,74.23,8.25,1,0
"389","016522513","2513",4.34909090909091,110,7,110,67.48,9.64,0,0
"390","016532513","2513",3.705,120,9,112,68.71,7.63,2,0
"391","016542513","2513",3.9256,125,9,125,76.69,8.52,0,0
"392","016552513","2513",4.04402985074627,134,10,131,80.37,8.04,1,0
"393","016562513","2513",3.67924528301887,106,8,106,65.03,8.13,0,1
"394","016572513","2513",4.02108843537415,147,11,141,86.5,7.86,2,1
"395","016582513","2513",3.36942148760331,121,9,99,60.74,6.75,6,0
"396","016592513","2513",4.31025641025641,117,9,117,71.78,7.98,0,0
"397","016612513","2513",4.27169811320755,106,7,106,65.03,9.29,0,0
"398","016622513","2513",3.7,141,10,127,77.91,7.79,5,1
"399","016642513","2513",4.42018348623853,109,7,109,66.87,9.55,0,0
"400","016652513","2513",4.2843137254902,102,7,102,62.58,8.94,0,0
"401","016672513","2513",4.04385964912281,114,9,111,68.1,7.57,1,0
"402","016682513","2513",4.24634146341463,123,7,119,73.01,10.43,1,0
"403","016692513","2513",4.20111111111111,90,6,90,55.21,9.2,0,0
"404","016702513","2513",4.49375,48,3,48,29.45,9.82,0,0
"405","016712513","2513",3.71363636363636,132,12,124,76.07,6.34,2,0
"406","016722513","2513",4.1104347826087,115,7,111,68.1,9.73,1,0
"407","016732513","2513",4.09699248120301,133,11,129,79.14,7.19,1,0
"408","016742513","2513",3.85909090909091,110,7,107,65.64,9.38,1,0
"409","016752513","2513",4.24435483870968,124,7,124,76.07,10.87,0,0
"410","016762513","2513",3.91578947368421,133,12,129,79.14,6.6,1,0
"411","016772513","2513",4.11308411214953,107,6,107,65.64,10.94,0,0
"412","016782513","2513",4.20530303030303,132,11,129,79.14,7.19,1,0
"413","016792513","2513",4.22696629213483,89,6,89,54.6,9.1,0,0
"414","016802513","2513",4.1219512195122,82,5,78,47.85,9.57,1,0
"415","016842513","2513",4.17846153846154,65,5,61,37.42,7.48,1,0
"416","016862513","2513",3.708,75,5,66,40.49,8.1,3,1
"417","016882513","2513",4.06370967741936,124,9,119,73.01,8.11,2,0
"418","016902513","2513",4.4568,125,7,125,76.69,10.96,0,0
"419","016922513","2513",4.15238095238095,126,9,124,76.07,8.45,1,0
"420","016932513","2513",3.70275229357798,109,8,100,61.35,7.67,3,0
"421","016942513","2513",3.85263157894737,95,6,92,56.44,9.41,1,0
"422","016952513","2513",4.37064220183486,109,7,109,66.87,9.55,0,0
"423","016982513","2513",4.08529411764706,102,8,102,62.58,7.82,0,0
"424","017002513","2513",4.07142857142857,119,7,119,73.01,10.43,0,0
"425","017012513","2513",3.82945736434109,129,10,122,74.85,7.48,2,0
"426","017022513","2513",3.90197368421053,152,11,139,85.28,7.75,3,0
"427","017052513","2513",3.27735849056604,106,9,87,53.37,5.93,6,1
"428","017062513","2513",4.28888888888889,108,7,108,66.26,9.47,0,0
"429","017072513","2513",4.23083333333333,120,10,118,72.39,7.24,1,0
"430","017082513","2513",4.13309352517986,139,9,139,85.28,9.48,0,0
"431","017092513","2513",4.50583941605839,137,10,137,84.05,8.4,0,0
"432","017102513","2513",4.01555555555556,135,11,127,77.91,7.08,1,0
"433","017112513","2513",4.44098360655738,122,9,122,74.85,8.32,0,0
"434","017122513","2513",2.84181818181818,110,8,64,39.26,4.91,12,1
"435","017132513","2513",4.02748091603053,131,9,128,78.53,8.73,1,0
